review_id,category
7302180ac7160f04a405d8aa7bd6beb8,0
3184c670e170f565c7522eb76a320ba1,0
e33abf6bb5d5a9a77c339043b1725dc8,0
061d388950340070a6ac03fabc9027b0,0
e62d87c348674b6c06856964f3ab16b8,1
22168092df1cee5e8688de966b55d619,0
76f40122d394b72f8aaef6631e778d83,0
113d82de96ebe4ce173b5bbd0f27a6f3,0
d067008752ab449382de2362f0d5dbad,0
4cd34d3b3a65d12768149a06a9234bf9,0
674886d927cd47b835839a54520a5b92,0
1e3c8eac66575e51fc56f8af9801d53b,1
91006c3fca098cceb778a590eb9cd7ab,0
cd291aa0e1444a701c27e7973c548fc0,0
a722365183a31bef7ffa09460964eea8,0
02cb3ee8af6dd02fe7d57f1e69727b0e,0
671fa8dfe78ff44d847edb97b52d63ff,1
4d9b332e006ae320c811bf45168225b5,0
17941033f1556666e0dc468bc585d410,0
3cc99264febc0127bb43394e00d26df7,0
3ceb7f89bc8a31f4f405d1d4dc8aba79,0
a4066d74015d0239b233836895a1a7ec,0
412a64b9d31d6c41539c53811cf05802,0
a940cbb9d55e1ceea20c8e0ba6db9345,1
c390ffb4ea1cd841293484ed29bd1a47,0
8b92ba14617be56e7599cbca6d93bd38,1
0d3fedbe31827ffabc3060cae4866a57,1
8ab16bffefa209d5b9d6a813d7973a96,0
04c6621164bfdba0338ee7eaf42f78f5,0
8e97a806308553a54fd7c10f7a076cb2,0
be6bed49f1c7f24eb013db833ff13b12,1
ef0a8f8499084a8b5f08f30ade43bf46,0
b395df626f0ca1f0ce0de02d648f6246,0
aa9f1a6c7b626b89e2f9263c1c9c85b4,0
2d41bbf967a184f3f9dab2ddbfc4c285,0
6edaff54155b16b19f03d9e847934d5e,0
fb4bf755aaf2ee2a71387fc6a26725df,0
acc3aa7fd4f6418112559e7c198c6629,0
8a3594dfd66a56e075e50625c3319bbf,0
9143259efb5bd586f3ea20b07209d214,0
599ea1012f82de27bd522d0ef90e4cec,0
6a36819d4359b6111d0dde8941cb69a7,0
ec65517c37f07ad95d4142e490775098,0
7c0e1da7b03b9f7638dd34d00231abe2,0
423d32edc41b0ed88872d872a4cde26b,0
0623fbf6780e0ed5f0c459171040895f,0
256e06806701317c44a738cb2b77c5cc,0
91b043b04a5d3b205c0055916f8da41b,0
91decf37b0c5731adb1dc890eccb0d20,0
92f58aeaeb1f2e063ce438e815d9c5d7,0
0b5c19f43a8726f93dc92d8f8a5f9ea3,0
ffe0c49ddcecba391968fdbc1396b48a,0
8916e55fc20f919d57ba01cbab99b11e,0
9b22897c57ab70522bfcf3eba8f9504e,0
b6d843413d4d2d5e9100d044eae093de,0
b216abc1ce375a585b53c3a1e8e5ad7b,0
3fc57e839ffdfa56dfcdb7cdd83eae90,0
c4324d6e81f5a24237d947676f53d0cc,0
05434c3ed0026f0619789fdbba2cf37d,0
e739539b9bb2ebe06d001475abb5574f,0
34ac8f169386c6e9466d45be4c8069c0,0
789057f300e7d58772c956720479e849,0
98c99610ed2cb1157b1619e4a2379545,1
2e0f97134567484898fde7d49e1c1078,0
e3d8979cec500d0c6a10e308f3b0644d,0
752f6f824f60a9791bf79e4bb90cf979,0
fe2ccb9e6700431d4b830ada7fb1bdb0,1
33a04ead017d3ad7fdedc34be8a8f4d6,1
36bad3912d44ad863ac67e1be7170adc,0
e6bb86369e6c080bc7f47cc8ce8dae7a,0
cbd397bbbb9e26457abb8ef9cc04364e,0
0e9959533964c5765b65d0a4329d8418,0
c1255b9cd11291df7b87a7b75526debf,0
b8ab8609f7b8779b5f084e44b2c9bced,0
71896de26a366719c324f77e589b56a1,0
8fe6b87ec4b31133137d0b3054515295,0
bb0ad3c53547e28384d2ecb754c6af37,0
46457f7f274252bf126ab464a05e1b65,0
67d29259683748cec12065d3a08ccfae,0
51654adfc8c6ad03b3bcdffcae960ec9,0
c792faf689e7f45544f194a0f367afee,0
b852cdd5f588ab50ac739e5f6731bb14,0
8839c6494411f09627d1952d5eb5e9cd,0
df787da9341bbbdd7d0094dc8d576888,0
4c735dea1fd9d9887527da57bb6dba09,0
1d11720e46bbf6ded6dbcfba37814c05,0
8c327c9946786078f20995e74d840ffb,0
9a7779b416b68c014283f6faa3b77a04,0
5196a9b1e3d1ec7a186c59926817f75b,0
f6861de40f149e9b4bde55898e8218ce,0
d87d3c6179f137a77edfc03208b4d274,1
0f5b7a7878a690f5c096c2ea6988a1b9,0
9a9f79f7eda6cb46f66afaad6c01a1c0,0
33a12039b8d86b36da47dfc2900e2122,0
fb4885caaf181f7e2c8f25d4585074ec,0
495f7fab4ab0d7f704c7e20d540f6f14,1
1a30b511c411898c91558ab22a35aab8,0
2204d328b11b99f6bc5ae156a34c08f5,1
7c380d1f7d5f72b9ef73bc515b2baeef,0
a731854e8c97abd08e07b1e163eac603,0
399c4646e401b26ef13949df6a59c98f,0
f697b19b7d3788fb575d00c3c5443c79,0
f24321435545bf465ee63a58d8938903,0
6420e2b7f87668a05edf78c948039b1b,0
cbb50aa146c6d0251150348c472d7926,0
a09aeddfe3fc5696989266bfa7806b38,0
b69aa79c8d762dc7d5e61a588878b7c6,0
e1c4828ab663efe55cb973b9266942eb,0
aaac56ddbda2c9bae990c32921b98078,0
2fc7a098d3d8f3d8c4adf328eba55b5c,0
d99d3a84c92dc69cc50e793b4de4e822,0
f5c474892e2d93102dab1c0d859c772a,0
c6535e49216621632b811a6456677735,0
5ec20f2e2f2e1126c73d7f230f58914a,0
b39acd20d930bd3b9d1ceaefb3be6db7,0
7bd9b3d26c697f798d27ab28f2a51720,0
68f87efdb630bc9180534fab9a9bbc38,0
59446dfa5924eab35e4250604e533552,0
7ede8c44f76767ce691234e1897a84b8,1
1d8fa4c4687bee14304b3b02460e8721,0
0dd7eab416c0c2357b1fc361bf39f3eb,0
9a8d9b9b835b6a3b4c43f87d2f025840,0
051c47d31976d313697d4c5742851578,0
645feef6282462162b337f558f96b392,0
39142bd03d7af59490fa3717c9da93a0,0
edc8b79f270465f09f06a1da5f514154,0
f3445509279ed427dc7423551cbdce3a,0
da7e6fdbe83087f4dfb4b34e0e3e8961,0
2887b0ab72ecb720bbc25314e0502a3c,1
9b1abc9b8283631d2f810afbeaff6b19,0
b80ad3ad7a5771a2b6a0bd3a36b7ce07,0
0afe0cf923d0195256bf159f785d71eb,0
fc1abbd101b6726edd3ce44d640ff9e1,0
4ae509dcd5e61c727325d511a7c2da17,0
71a6f64ecc2170d3705cf68767af1cfe,0
619e01ed0c939e819b146a4b87b15dc8,0
9f502cbf9b5a9fc429f4f1c6a0e0c4e0,0
9bfa256138fdb9d10924312b36865c61,0
e575dee09486e3a38580c7069f7331d1,0
b8d91ea9a794151c6ccdf8da21cff760,0
cecb6f740447fb4c7570a0716edd656d,0
caf03df2a99e9521fb87608ed1f74787,0
97502e1b337b5694b5c1bf07f903e078,0
e83c9fa075d7f5e597c33d2ea6c79297,0
f7cea20af3a54360c81fced24660f95d,0
9f46d8722c247d479445c594bb0131c3,0
18515a857ecfcfbc43c7e8ea3bef9b63,0
19a956040f05d4997d030ec62e76003a,0
261f57711afb596e74c4dadc51fb06ec,0
63446251eb5c075b4bd61c5f3b507da7,0
8858af1d70f2e09d94dc9ec79d52c536,0
b10d76182b48b2d281accd1358f0368f,1
9ab9e5aeee6c36b505a4b105291fe43c,0
7ab18ea341df9ebd743648fb7524671b,1
34acf37ff63956e04b6b048ff49cdd1a,0
7c198d8e779d86836e3648389772fb7c,0
7dc34779829dc83b576df2ae34d663fe,0
91140d1c5804f2d733a7cbadf84ae05f,0
3e1c92ff9f68730482824424965efe16,0
c1225efddfc2942195cb70010483010a,0
74bc6d863df189808689bde466fb6e30,1
8a34cf43424c5374eb81fac46045bab2,0
c80acffe5a6ef3d629f4b6af7fb72895,0
c9583db92cf7f3afa701840fcdb72ea4,0
7be5366ea1350d28aac8a2f56002fcb6,0
f15afbeabd79f7742199900bb856389b,0
8d5e6417b19f7f0cf8f3063a1533bb4c,0
40ffe107a1cc124c71f23d80f52fe1a6,0
9470c15063002c6c5aa330d397947e14,0
e4bbf44a9a3885acea151f9a256bd4a2,0
97505af8644e22617a589c87d41d5495,0
f8fb3465d40c11e25937184c86c7cebc,0
6a9fea3370fbc1b3fb48e9ddf266a5d7,0
ca0adc3dc193ad16412431658a9274c5,0
bb1000601d6fc02072bd0353dba0b024,0
779f13f8b8864d9e42cb961eaaa83008,0
c6136f4dda6e6fb9705474f63b9f8946,0
14746331f891903d379b0a6199a7509c,0
c0e0bf167751e57cbd3e465aa6e7b241,0
8dd07176ab1dc7616b144b9160ee8b51,0
0cf3433cc9e880ca4c45453d1ad923f8,0
3697186adaecccd964ba4820efabd882,0
d7a636f42ad979ec80bc261ded798bc2,0
daebdc73b4d8cd1699f6130d003433ee,1
3fcb7252d83c7c0490cbb890fa95fd01,0
7d621b034a5b5bf9e3960fb9b694a85f,0
28421ebccd8148e4136e3e70232ca0a4,0
6516684ceedb99c1574f52e9d0c7a9bb,0
f2f69d3e240ee0f70d3b41b8db0e249f,0
2a380255e51654d831ea3e8bf098a896,0
c11e25e43b14b9eeacb2ab21a08ba453,0
31b756be03a3bbf42f9513c95fd82b5a,1
80d32125941334d09f6b6095bd8de22b,0
abf9876a153cf4970e5b30221bbf47e4,0
5ad057f1090c035fe2c925f72a35f8c7,0
90058f821bed129ca6929d9ed8f6e516,0
671aab3d7929c46c28e2187af96e5d9e,1
4b5c5ce70e77d7ac24b4a66ca46d07c6,0
916c75b86801ecad4dd02f105e45c9cb,0
7a804fdc2ac8efeba5361efcb9c58f5d,0
7cd698ca6b899d2ddbfe3fcb34b48f93,0
d1c1886ed84597e847ff1bba8b38ab5d,0
0c29629b3b67805634284b8c8dfaed56,0
92e64ed9ce95de965a832f6f3f1b1635,0
364bcb2e76f8788d902f2919fd3f9d51,0
da6354d404db3518d33fcbb806e40cce,0
f366569b67db02ccf48eb78365e2226b,0
4475d7bcefc3ae6651f31bf028f0858b,0
4515c5a5d88c5d3df1e9c7838bd6c4ca,0
8f650e24c1b03f18c3a978916ccc2ea5,0
4aae132044abcf02e1d50fe4a59c90ff,0
2d3b41c62dc043e9869c99a079925447,0
1df907c163b1a1c64ce705b8520eb312,0
9d966185e189fa6b1689817186fd420d,0
c558a713a71c6926af023d5e604f257f,0
a9e2e10fb36355de6e6459498df5335d,0
2166dd0226921ece68510ba2337bef91,0
9580a82d0a13a1728327bfb7bf11033e,0
fee048bdd4004069e4c20ad8a6ac62b6,0
f61e7b250686c524e5bf9ef9cbd8f3b6,0
e30a4c7f59d374211122b07ec75e3f82,0
24e110ae62190fbc0e1ed044077622ed,0
c81befc99fc6fbbc85ea590e3c1f6e5d,0
d18eda85b0c2b26f49cfad49895389b7,1
193586102a57f1ad28e87c7eaa12b0dc,0
03ced060e3fd82b23e951ac19dd21d4d,1
46dba245426d3fe80b4cb52b2a000cb5,0
71b0abc15b34c3548d483bbf12905ffd,1
7888e9e4e5288cf7db8dc7b1fd9be6d9,0
ac07e2819ad3bfaf24dbc3d473ca0625,0
49097100de686d5e95aea7cb4fe5ab43,0
d27d5d2d5677ca798e7c21f6369052d3,1
bd8c0d67e0ce989df6de6212937bb48d,0
3b649136f0a4d336e9dce854f5fe498c,0
7adda28cb31e958fe7fc93674177f204,0
188a99781fa453798221685df52246c8,0
6039acfebb5c0ec173be05f79ac6bdbb,0
d8fff67c2102de6d30e0669b055ae979,0
8c532a55808a65f783bed540ebc635f7,1
b267c5cd82f3e78feb206c903b48cbc7,0
6cc1ac2b76b5afb1e0753d22a1116f7a,0
bd91fcbd79bc97f335feb2e7f5329687,0
6a645fbea0f1d63151bb4be6ca4c355e,1
fd0dfbc619088125a1c8f3b245b31cba,0
f15bd315c019b555e3a70cb14feecba2,0
97130a9e92cba2f08d28a468c4131eb0,1
028cc738899875d3f9533ddcd82bbe5e,0
face0763d3f123676d917fd5661b6428,0
6a0980062cd5933b0c813899742733fe,0
79e490c9a7c1b0fde29e0eeb75487fa8,0
24104721b431a19b2dfe422bde381841,0
dfe47ae7fcbabdcbbf29756fba61492e,0
3a12b225ee20db346ad41e1eb9f868a2,0
92908e48b86767f95970cbda67d7c228,0
b2839881eed465e3e62c65966405968e,0
53619fb108b29f675ca069aa8ea81323,1
ce4f7675060ce1a9a1262adce265177a,0
1411923236547380d81f633f272673a0,0
e7ba891e48bd11fbbe79522e59c60435,0
5d3e1702e585851522d9498e27d0fb38,0
d8b3244298048e25c450d9c59bc46958,0
00f30dcb134913eac95fc3bdb62224f4,0
8a0eb5390243e8324a946454c2ab0938,1
e0b23bfe970000cc85e8d5dea3d7873f,0
38a69d2a2243ca61dc1eccf6aa6d7b93,0
21f9031414d3a0a485eb453f3ac3c965,0
a292baaaa24f844bdb42d8829fad1c0d,0
636df96f9d7739f0f6408cba490665b0,0
64d69c9d153a79c92c49e8bea785432a,0
4ea2be44001656c2df3523ac8f9e15e2,0
91c06c60b62e13f2ee24c7c3c571822b,0
07a4e05e6a650fda88525e6f2ad05906,0
14c35b80502f1262c33b104815bea755,0
0e0db00bdb6ea9080d559ed4cd94c2cd,0
adf8fb9bfb12cce0d872c60aa9ca62b2,0
12d1d799b99250f89d3315f28667af5f,0
9cf98f1fd30f270986051091832a85c3,0
d229e68b34829d5e36fa64c726b2d1da,0
14165a65a7f6491c65d5291ff8c268ac,0
5e9e338cb7b19a53a454dcdb170501d4,0
f68f8ef846ba971b0fb204139a10d8b4,0
90143864f6ada6eea85b27a21f3cb7e8,1
9f043a10f7f22523a787b6aba6dbbf1d,0
4e46db6ba378662233cd9b601ec0c3b2,0
bdb7e0c8ce6fe124ae4983d08cb5e125,0
599f924a81625e232249ec81cefa4809,0
7c26baa27f38c40b4469d80379d0614c,0
56b7ef6ad7557f4afe3d096a97382568,0
40123e1227de86ab7ab2e8afdcf4698e,1
786e2655b6c363f64439dd54166a5d25,0
1ab7d63593758fe9f138b3cba117a8d7,0
1a0e7dbe24f66f08e7c532b916536742,0
2fb1e76e4f1aa0a95eb25cfb8ca67fed,0
17a83e5e10e652fcb911eb1fded95d3f,1
6db9857ab15a7d384f948b8ead47c95e,0
006e1b3d71843b9767505255e7c319d7,0
d2981aef466ef02cef9cb0079636247a,0
c42d8e4cb21c36e85c5cfdcc2db4753a,0
ab1da84f7fe89c2bc8b628f6a307991e,0
f223c36fe6971c81440914ecf96759cb,0
770354adb08b1f0130cfb1ce149fb685,0
ce96160e8046b1965014f518c3ed8f8d,0
283e690abb45d9f9554020faaa586e0a,0
6be1ca5f651ae265a56462fcaf7b34a5,0
12939ba3023a9b1c7b9f17494dba49ac,0
db78ff025513526441e5e24ca368536f,0
b7984a6826134a4a5a33333b4ee00f42,0
1113e8890fa561dbe5c8505f59204211,0
fe3580319743baaf37d234e8a838d93b,0
baa6b0b337358d96bbe10561c709133a,0
74f95157bf43bfe901d570eccae9673f,0
18c5e50f6e544df34d5f5fab2d96ad1f,0
31cd7749e7c57618d39b3e404dfe18e4,0
a5ddc149338e8d2c59be2219ad578c62,0
d418b3a54e356e8d06a40b7ba0e7879f,0
6fbdccf44a1e4986930b69e25469ab74,0
ab867856e14c09f97b220785906bd9c0,0
0bfb75b9e0282457cb517d57b2cfb833,1
080642880d2c2b00645bd03693eebc7d,0
f297c4ed6c1e249d6b8d9392f9d47d4a,0
3da83e39245276c3de08bd41f33f9e41,0
4e9c1d076cb6f602f78d847a7c320096,0
f8403d6bcf9d7362c6b76222db8358cc,0
1c5665887c375c57bb054c39510cfc00,0
ebed0a9adcd1b2430514081599f7170d,0
94c9dc414486ca20f19e859552064559,0
1e97f3a887014a8f1cbf614763dba7dc,0
64418c3c546b66096f608e4bd9a0ef2b,1
575a28f6526739b20dc2793145de3b56,0
5512f8bf78b6576e6ee67c3299f93a2e,0
4e4e11f2dfd6622059d9a3695b2c2796,0
6640638728f6d490da18fcaac1b7a211,0
1ff56db60a4bf17c35a8807f9d12c49f,0
1acd8cc869820feb0a895c2cad034118,0
3d80c8b18fdcbd736a5daf42bc694d6e,0
23cd9f67fb893885bd8b229b2e87a2da,0
d99273eba14e3a8c60c5139c703cb08e,0
5f0d2f1696342b3ba331478464905d50,0
f1be99b3869ac50b379b346bcacdf8fd,0
0d88ba4d5641051dd5f6b0684639a589,0
03bab4c309e2e8d5850c6acf34e60440,0
a5ce8de9472dac0b50b09c626a334728,0
55cc71086662fbccce48948dc35db316,0
